doi,functionals,basis_sets,softwares,elements
10.1039/C0CC00360C,B3LYP,6-31+G(d) | SDD,Gaussian 03,C H Li O
10.1039/C0CC00397B,B3LYP,6-31G(d),Gaussian 03,
10.1039/C0CC00462F,B3LYP,"6-31G(d,p) | LANL2DZ",Gaussian 03,C H
10.1039/C0CC00881H,B3LYP,6-31G(d) | AM1 | SVWN/STO-3G,Gaussian 03,C H N
10.1039/C0CC01088J,,"6-311G(d,p) | 6-31G(d) | SDD",Gaussian 03,C H N P Si Tl
10.1039/C0CC01271H,B3LYP | M05-2X,6-31+G**,Gaussian 03 | Gaussian 09 | TINKER,C H N O
10.1039/C0CC01272F,Becke's 1988 gradient-corrected exchange functional | Perdew's 1986 electron correlation functional,"6-311++G(d,p) | LANL2DZ | LANL2TZ(f)",Gaussian 03,
10.1039/C0CC01286F,B3LYP,6-31G(d),Gaussian 03,C H O
10.1039/C0CC01387K,LDA,Slater type orbital (STO) triple-ζ-plus polarization all-electron basis sets,Amsterdam Density Functional (ADF) suite version 2007.01,
10.1039/C0CC01568G,PW91,,VASP,
10.1039/C0CC01581D,,,"SHELXS97, SHELXL97",
10.1039/C0CC01730B,,,,C H
10.1039/C0CC01753A,B3LYP,6-311G(d),Gaussian 09,C H N Si
10.1039/C0CC01758B,B3LYP,6-31G,Gaussian 98,
10.1039/C0CC01810D,Perdew-Burke-Enzerhof,double numerical basis sets with polarization functions,DMol3,
10.1039/C0CC01850C,B3LYP,DZVP | TZVP,Gaussian 03,
10.1039/C0CC01880E,B3LYP,SDD | SVP | TZVP,Gaussian 03,C Cl H N Rh
10.1039/C0CC01963A,B3LYP,"6-311G(d,p)",Gaussian,
10.1039/C0CC02177F,B3LYP,"6-31G(d,p) | cc-pVTZ(-f)",Jaguar,C F H O
10.1039/C0CC02507K,B3PW91,Sddall,Gaussian,C H O W
10.1039/C0CC02742A,"LDA VWN, GGA Becke, GGA Perdew",triple-ζ Slater-type orbital TZ2P,ADF,
10.1039/C0CC02859B,B3LYP,svp,Gaussian 09,C H N P Zn
10.1039/C0CC02972F,B3LYP,6-31G(d) | LACVP*,Spartan,P
10.1039/C0CC03052J,B3LYP,6-31G(d),Spartan,
10.1039/C0CC03572F,B3LYP,3-21G,Gaussian 03,
10.1039/C0CC03665J,B3LYP,3-21G(d),Gaussian 09,
10.1039/C0CC03772A,B3LYP,6-31G(d) | Stuttgart RSC 1997 ECP (ECP10MDF),Gaussian 03,C Cu H I N
10.1039/C0CC03873C,,"6-311G(d,p) | 6-31G | LANL2DZ",,
10.1039/C0CC03898A,,,,C H Ni P
10.1039/C0CC03914D,,,BELSORP II-mini,
10.1039/C0CC04114A,B3LYP,cc-pVTZ,Molpro,C H N O
10.1039/C0CC04286B,B3LYP,6-31G(*),Gaussian 03,
10.1039/C0CC04345A,B3LYP,"6-311++G(2d,p) | 6-31G(d) | LANL2DZ | [6s5p3d2f1g] SDD",Gaussian 03,C H O Ru
10.1039/C0CC04420B,Becke-Perdew,DND,DMol3,
10.1039/C0CC04548A,B3LYP,6-311+G**,Gaussian 09,C Cl F H Si
10.1039/C0CC04564K,PW91,"6-31G(d,p)",Gaussian 03 | VASP,
10.1039/C0CC04727A,B3LYP,"6-31G(d,p)",Gaussian 09,
10.1039/C0CC04762G,B3LYP,"6-31G(d,p) | LanL2DZ(Hay-Wadt ECP)",Gaussian 03,
10.1039/C0CC05033D,B3LYP,6-31G(d),Jaguar,
10.1039/C0CC05280A,B3LYP,"6-311G(d,p)",Gaussian 09,
10.1039/C0CC05487A,B3LYP,"6-311++G(d,p) | LANL2DZ",Gaussian 03,
10.1039/C0CC05522K,B3LYP,LANL2DZ,,C Co H N O
10.1039/C0CC05840H,,,,C Cl H N O S Si
10.1039/C0CE00169D,,,,B C H O
10.1039/C0CE00657B,,,,C H N O
10.1039/C0CP00487A,,,,Be He Li
10.1039/C0CP00549E,,,,C H O
10.1039/C0CP00597E,,,,C H N O
10.1039/C0CP00796J,,,,C
10.1039/C0CP00906G,,,,C H O
10.1039/C0CP01743D,,,,C H Ir N O P
10.1039/C0CP02368J,,,,C H
10.1039/C0CP02419H,,,,C Cl Ir N O
10.1039/C0CP02777D,,,,P V
10.1039/C0CP02783A,,,,C H N O
10.1039/C0CP02809F,,,,C H N
10.1039/C0DT00113A,,,,C H Si
10.1039/C0DT00201A,,,,H He Li
10.1039/C0DT00284D,,,,C Cl Cu F H N O S
10.1039/C0DT00296H,,,,C H N O P Pd
10.1039/C0DT00329H,,,,C H Sm
10.1039/C0DT00330A,,,,C H Sm
10.1039/C0DT00393J,,,,C Cl H N O Re
10.1039/C0DT00409J,,,,C H
10.1039/C0DT00431F,,,,C H
10.1039/C0DT00456A,,,,Ac Ag Al Am Ar As At Au B Ba Be Bh Bi Bk Br C Ca Cd Ce Cf Cl Cm Co Cr Cs Cu Db Dy Er Es Eu F Fe Fm Fr Ga Gd Ge H He Hf Hg Ho Hs I In Ir K Kr La Li Lr Lu Md Mg Mn Mo N Na Nb Nd Ne Ni No Np O Os P Pa Pb Pd Pm Po Pr Pt Pu Ra Rb Re Rf Rh Rn Ru S Sb Sc Se Sg Si Sm Sn Sr Ta Tb Tc Te Th Ti Tl Tm U V W Xe Y Yb Zn Zr
10.1039/C0DT00491J,,,,C F H O Pd S
10.1039/C0DT00532K,,,,Al C H P
10.1039/C0DT00594K,,,,Al F H O
10.1039/C0DT00768D,,,,Al Ar As B Be Br C Ca Cl Co Cr Cu F Fe Ga Ge H He K Kr Li Mg Mn Mo N Na Nb Ne Ni O P Rb S Sc Se Si Sr Ti V Y Zn Zr
10.1039/C0DT00820F,,,,C Fe H N O P Ru
10.1039/C0DT00989J,,,,C H I N Os P Si
10.1039/C0DT00997K,,,,C Cl H N O Rh
10.1039/C0DT01021A,,,,C H N Nb
10.1039/C0DT01036G,,,,C Cu H N
10.1039/C0DT01045F,,,,B C F H N P
10.1039/C0DT01179G,,,,Mn S
10.1039/C0DT01221A,,,,C Fe H Mn O
10.1039/C0DT01297A,,,,H
10.1039/C0DT01362E,,,,C H Mn N O
10.1039/C0DT01438A,,,,C Cl H N O W
10.1039/C0DT01528H,,,,C Fe H N O
10.1039/C0DT01535K,,,,Br C H N O Pd
10.1039/C0DT01550D,,,,C H
10.1039/C0DT01574A,,,,C H N Ni O
10.1039/C0DT01605E,,,,C H N Ni
10.1039/C0DT01655A,,,,C H N
10.1039/C0DT01798A,,,,B C H
10.1039/C0DT01833C,,,,O
10.1039/C0DT01836H,,,,B C H Ni P
10.1039/C0EE00028K,LSDA,,RSPt,
10.1039/C0EE00051E,,,,B C H N Ni
10.1039/C0EE00071J,RPBE,plane wave pseudopotential,Dacapo,Cu
10.1039/C0EE00351D,,,Micromeritics DFT Plus®,
10.1039/C0EE00736F,B3LYP,DMF,,
10.1039/C0EE00762E,PW91,plane-wave basis,VASP,
10.1039/C0EE00815J,,,"SimX3, FEFF version 8.4",
10.1039/C0FD90025G,,,,F Ne
10.1039/C0NJ00171F,,,,C H N O
10.1039/C0NJ00261E,,,,C H
10.1039/C0NJ00380H,,,,C H N
10.1039/C0NJ00553C,,,,C H S
10.1039/C0NJ01011A,,,,C Cl O
10.1039/C0OB00038H,,,,C H O Se
10.1039/C0OB00046A,,,,C H N S
10.1039/C0OB00084A,,,,Al Ar B Be C Ca Cl Cr F Fe H He K Li Mg Mn N Na Ne O P S Sc Si Ti V
10.1039/C0OB00088D,,,,C H O
10.1039/C0OB00149J,,,,C H N O
10.1039/C0OB00264J,,,,C H O
10.1039/C0OB00292E,,,,C H N O Sr
10.1039/C0OB00416B,,,,C S
10.1039/C0OB00425A,,,,N
10.1039/C0OB00477D,,,,B C H N O
10.1039/C0OB00563K,,,,C H
10.1039/C0OB00675K,,,,C H O S
10.1039/C0OB00758G,,,,Au C H N O
10.1039/C0OB00770F,,,,C H O S
10.1039/C0OB00783H,,,,C H O
10.1039/C0OB00883D,,,,C H N O
10.1039/C0OB00895H,,,,C H O
10.1039/C0OB00970A,,,,C H N O
10.1039/C0OB01001D,,,,C H N
10.1039/C0OB01005G,,,,C
10.1039/C0OB01046D,,,,C H
10.1039/C0OB01098G,,,,C H O
10.1039/C0OB01179G,,,,C H N O
10.1039/C0OB01219J,,,,C H O
10.1039/C0OB01233E,,,,C H N
10.1039/C0OB01246G,,,,C H
10.1039/C0OB01275K,,,,C H
10.1039/C0SC00143K,B3LYP,6-31+G(d),,C H N O P
10.1039/C0SC00201A,B3LYP | PBE,"6-31G(d,p) | LACV3P | LACVP | cc-pVTZ(-f)",Jaguar,C H N P V
10.1039/C0SC00255K,M06,"6-311++G** | 6-31G(d,p) | LACV3P++**(2f) | LACVP**",Jaguar,
10.1039/C0SC00280A,B3LYP,6-31G(d),Gaussian 03,C H N O
10.1039/C0SC00335B,,,,C H
10.1039/C0SC00387E,B3LYP | BP86,6-31G(d) | SV(P) | TZVP,Gaussian 09,C H N
10.1039/C0SC00392A,,,Gaussian 03,C H N O Pd
10.1039/C0SC00402B,B3LYP,6-31G(d),Gaussian 09,Br C H O
10.1039/C0SC00427H,PBE0,6-31G(d) | Stuttgart small core relativistic pseudopotentials,Gaussian 03,
10.1039/C0SC00451K,BP86,def2-SVP,Gaussian 03,C H N O
10.1039/C0SC00470G,B3LYP,"6-31G(d,p)",Jaguar,
10.1039/C0SC00592D,"B3LYP, BHLYP","TZVP, SV(P)",Turbomole,H
10.1039/C1CC00019E,"B3LYP | Becke's three-parameter nonlocal exchange functional | Lee, Yang, and Parr nonlocal correlation functional",6-31+G(d) | LANL2DZ,Gaussian 03,
10.1039/C1CC10168D,,,Gaussian 03,Ag C H N S
10.1039/C1CC10207A,,,,C Cr H Zr
10.1039/C1CC10210A,,,,C H N O Zn
10.1039/C1CC10425J,,,,C H N S
10.1039/C1CC10502G,B3LYP,6-31G(d),Gaussian 03,
10.1039/C1CC10577A,B3LYP,"6-311g(d,p)",Gaussian 09,
10.1039/C1CC10623F,PW91,PAW,VASP,
10.1039/C1CC10717H,B97-D | D3 | PBE0,Def2-SV(P) | def2-TZVPP,Gaussian 09,B H O
10.1039/C1CC10862J,B3PW91,"6-31G(d,p) | RECP from the Stuttgart group",Gaussian 03,C H
10.1039/C1CC10920K,,,,Au C Cl H O
10.1039/C1CC11005E,B3LYP,6-31G(d),Gaussian 03,C H O
10.1039/C1CC11036E,,,,Au C F H Hg P
10.1039/C1CC11075F,M05-2X,6-311++G** | 6-31G(d),Gaussian 09,
10.1039/C1CC11230A,,,Gaussian 03,C Cl H N O Ru
10.1039/C1CC11254F,B3LYP,6-31G(d) | LANL2DZ,Gaussian 03,
10.1039/C1CC11458A,BLYP,DNP,DMol3,
10.1039/C1CC11518A,B3LYP,6-311G(d),Diamond 3.0 | Gaussview 3.09 | NBO version 5.0 | POV-Ray 3.5,
10.1039/C1CC11589H,B3LYP,6-31G(d),Spartan,
10.1039/C1CC11594D,BP86,SDD | SVP,Gaussian 09,C Cl H N Ru
10.1039/C1CC11907A,,,,C
10.1039/C1CC12024G,B3LYP,"6-311++G(d,p) | LANL2DZ",Gaussian 09,
10.1039/C1CC12166A,PW91,,VASP,
10.1039/C1CC12344K,B3PW91,6-31G(d),Gaussian 03,
10.1039/C1CC12464A,PBE,,CASTEP,
10.1039/C1CC12477C,B3PW91,"6-31G(d,p) | SDD+f(Pd)",Gaussian 03,
10.1039/C1CC12490K,PBE,DZVP for surface metal and bromine atoms | TZV2P for hydrogen and carbon atoms,CP2K,
10.1039/C1CC12540K,B97-D,Def2-TZVPPD,GAMESS | Gaussian 09,
10.1039/C1CC12601F,,6-31G(d) | SDD,Gaussian 09,C H N O Ru
10.1039/C1CC12657A,B3LYP,TZVP,Gaussian 09,N Sb
10.1039/C1CC12822A,B3LYP,"6-31G(d,p)",Gaussian 03,
10.1039/C1CC12831K,B3LYP,6-31G,Gaussian 09,
10.1039/C1CC12837J,B3LYP,6-31G | LANL2DZ | SDD,Gaussian 03,
10.1039/C1CC13033A,PBE,,VASP,
10.1039/C1CC13117F,B3LYP,6-31G(d) | LANL2DZ,Gaussian 09,
10.1039/C1CC13212A,B3LYP,def2-SVP,Gaussian 09,C H O
10.1039/C1CC13285G,BP86,TZVP,Turbomole,C H N
10.1039/C1CC13349G,B97-D,def2-SVP,Turbomole,
10.1039/C1CC13403E,,,Gwyddion 2.19 | SPIP,
10.1039/C1CC13476K,B3LYP,6-31G(d),Gaussian 03,
10.1039/C1CC13492B,RB-P86,,,H
10.1039/C1CC13702F,PBE0,DGDZVP,Gaussian 09,C H Rh
10.1039/C1CC13744A,B3LYP,"6-311++G(2d,p) | 6-31G(d) | LANL2DZ | [6s5p3d2f1g] SDD | [6s5p3d2f1g] contracted valence basis set with SDD",Gaussian 03,H He Li
10.1039/C1CC13775A,B3LYP,6-311+G* | 6-31G | Los Alamos type double-ζ quality basis set on Fe | aug-cc-pV5Z-PP,Gaussian 09,
10.1039/C1CC13896K,"B3LYP, PW91",6-31G(d),Gaussian 03,
10.1039/C1CC13993B,B3LYP,6-311+G* | 6-31G | LACV3P+ | LACVP,Gaussian 03 | Jaguar,C H N Ni O
10.1039/C1CC14189A,"B3LYP, BHandHLYP, wB97XD","6-31G, cc-pVDZ, aug-cc-pVTZ",Gaussian 09,
10.1039/C1CC14360C,PBE,plane-wave,CASTEP,
10.1039/C1CC14534G,B3LYP,6-31G(d),Gaussian 09,
10.1039/C1CC14641F,B3LYP,"6-31G(d,p)",Gaussian 03,Al C H O P
10.1039/C1CC15032D,BP86,6-31G(d),Gaussian 03,C H N
10.1039/C1CC15109F,B3LYP,"6-31G(d,p) | LACVP** | LANL2DZ",Gaussian 03,
10.1039/C1CC15195A,,,,C Co H P Si
10.1039/C1CC15218A,B3LYP | B3PW91 | BLYP | BP86 | PBE | PBE0 | TPSS | VSXC | tHCTH,LANL08(f) | LANL2DZ ECP | def2-SVP | def2-TZVP,Gaussian 03 | ORCA | Turbomole,
10.1039/C1CC15428A,,,,C F H Li N Rh
10.1039/C1CC15452D,,,,C H O
10.1039/C1CC15458C,B3LYP,"6-31G(d',p') | LANL2DZ",Gaussian 09,
10.1039/C1CC15561J,B3LYP,"6-31G(d,p) | Stuttgart Relativistic Small Core ECP Basis Set",Turbomole,C H N P Pd
10.1039/C1CC15732A,Becke | Perdew,6-31G(d) | LANL2DZ | LANL2TZ | SVP | TZVP,Gaussian 03,C Cl H N Pd
10.1039/C1CC15737J,B3LYP | mPWB1K,6-31G(d) | Ahlrichs pVDZ | Ahlrichs pVTZ | LANL2DZ | Stuttgart relativistic small-core effective potential,Gaussian 09,C H N P Ru
10.1039/C1CC16316G,PW91,DNP,Gaussian 03,
10.1039/C1CC16590A,B3LYP,triple−ζ quality basis set,Gaussian 03,
10.1039/C1CE05332A,,,,C Co H N O S
10.1039/C1CE06225E,,,,O
10.1039/C1CP20747D,,,,C H N O Zn
10.1039/C1CP20800D,,,,C F O S
10.1039/C1CP21071H,,,,C H O
10.1039/C1CP21342C,,,,C H N O
10.1039/C1CP21906E,,,,C H O
10.1039/C1CP22058F,,,,C H N O
10.1039/C1CP22130B,,,,C Cl H O S
10.1039/C1CP22154J,,,,Cl Hg
10.1039/C1CP22273B,,,,H O Si
10.1039/C1CP22592H,,,,C O
10.1039/C1CP22814E,,,,Ru
10.1039/C1CY00026H,B97-D | BP86,"3-21G | 6-311+G(d,p) | 6-31G(d) | 6-31G(d,p)",Gaussian 03 | Gaussian 09,
10.1039/C1CY00208B,B3LYP,,,
10.1039/C1CY00260K,Vosko-Wilk-Nusair (VWN),double numerical basis sets plus polarization function (DNP),DMol3,
10.1039/C1CY00320H,,,,C H O
10.1039/C1DT10054H,,,,C H N
10.1039/C1DT10109A,,,,Nd P Re Rh Th Zn
10.1039/C1DT10114E,,,,C Cl H N Pd Se
10.1039/C1DT10118H,,,,C Cl H P Pd S
10.1039/C1DT10120J,,,,C H Mo N
10.1039/C1DT10160A,,,,C H I N O Pt
10.1039/C1DT10167F,,,,C Cl H Ir N P
10.1039/C1DT10191A,,,,O S
10.1039/C1DT10208G,,,,C H O S
10.1039/C1DT10214A,,,,C Cr H O
10.1039/C1DT10223K,,,,C Cl H N Ta
10.1039/C1DT10233H,,,,B C H N O Pd
10.1039/C1DT10261C,,,,C H N O V
10.1039/C1DT10342C,,,,C Cl H N Os P
10.1039/C1DT10345H,,,,Ag C H N
10.1039/C1DT10360A,,,,C Cl H N P Pd
10.1039/C1DT10378D,,,,C H N O V
10.1039/C1DT10398A,,,,C Cl H P Pd
10.1039/C1DT10493D,,,,H N O Pt
10.1039/C1DT10535C,,,,C H O Re
10.1039/C1DT10566C,,,,B H La N O Si
10.1039/C1DT10567A,,,,C H La N O Si
10.1039/C1DT10594A,,,,C Co H N O
10.1039/C1DT10607D,,,,C O
10.1039/C1DT10609K,,,,C Cl H N O Ru
10.1039/C1DT10625B,,,,H O
10.1039/C1DT10656B,,,,C Cu H N
10.1039/C1DT10660K,,,,H O
10.1039/C1DT10679A,,,,C H N Pt
10.1039/C1DT10724K,,,,C Co F H O
10.1039/C1DT10886G,,,,C H Ir N
10.1039/C1DT10906E,,,,C H N Ni O
10.1039/C1DT10924C,,,,C H O W
10.1039/C1DT10950B,,,,C Fe H N O
10.1039/C1DT10959F,,,,C Cl H N P Ru
10.1039/C1DT11061F,,,,C H
10.1039/C1DT11091H,,,,C H N Nb O
10.1039/C1DT11116G,,,,C H I N O Rh
10.1039/C1DT11135C,,,,C H P Ru Si
10.1039/C1DT11149C,,,,C H Li O P S Th
10.1039/C1DT11175B,,,,Au Br C H N
10.1039/C1DT11199J,,,,Al Ar B Be C Ca Cl Co Cr Cu F Fe H He K Li Mg Mn N Na Ne Ni O P S Sc Si Ti V Zn
10.1039/C1DT11268F,,,,Ag Al Ar As B Ba Be Br C Ca Cd Ce Cl Co Cr Cs Cu Eu F Fe Ga Ge H He I In K Kr La Li Mg Mn Mo N Na Nb Nd Ne Ni O P Pd Pm Pr Rb Rh Ru S Sb Sc Se Si Sm Sn Sr Tc Te Ti V Xe Y Zn Zr
10.1039/C1DT11428J,,,,C Fe H O S
10.1039/C1DT11451D,,,,Br C H N Pd
10.1039/C1DT11636C,,,,C H P
10.1039/C1DT11727K,,,,C H N O
10.1039/C1DT11753J,,,,C F H Ir N O S Zr
10.1039/C1EE01060C,,,Gaussian 09,
10.1039/C1EE01170G,B3LYP,"6-31G(d,p)",,C H N Ni P
10.1039/C1EE01275D,B3PW91,"6-311++G(d,p)",FEFF 8,
10.1039/C1EE01638E,"PBE0, B3LYP",not specified,not specified,C H N O S
10.1039/C1EE02055B,B2LYP,"6-31G(d,p)",Gaussian 09,
10.1039/C1EE02377B,PBE,plane-wave,VASP,
10.1039/C1EE02410H,B3LYP,,Gaussian 03,
10.1039/C1EE02717D,GLLB-SC | RPBE,,Niflheim,
10.1039/C1GC15312A,,,,C H N O
10.1039/C1GC15899F,,,,Be Ca Cr Fm Ge Hg Mg Nd O S Zr
10.1039/C1NJ20032A,,,,H N O Si Ta
10.1039/C1NJ20279K,,,,C Fe O S
10.1039/C1NJ20399A,,,,C H
10.1039/C1NJ20426B,,,,C H N
10.1039/C1NJ20602H,,,,C H
10.1039/C1OB00007A,,,,C H N
10.1039/C1OB00012H,,,,C
10.1039/C1OB00021G,,,,C H N O
10.1039/C1OB05074E,,,,C H N
10.1039/C1OB05081H,,,,C H N
10.1039/C1OB05088E,,,,C H O
10.1039/C1OB05093A,,,,C H N O
10.1039/C1OB05109A,,,,C H O
10.1039/C1OB05146F,,,,C H N O
10.1039/C1OB05151B,,,,O
10.1039/C1OB05186E,,,,C H
10.1039/C1OB05192J,,,,C H O S
10.1039/C1OB05196B,,,,B C H
10.1039/C1OB05242J,,,,C H O
10.1039/C1OB05254C,,,,Ca
10.1039/C1OB05267E,,,,C H N
10.1039/C1OB05405H,,,,C Cl H Na O
10.1039/C1OB05433C,,,,C H N O
10.1039/C1OB05460K,,,,C H N O
10.1039/C1OB05493G,,,,C H
10.1039/C1OB05501A,,,,H
10.1039/C1OB05505D,,,,C H N O
10.1039/C1OB05574G,,,,C H O
10.1039/C1OB05609C,,,,C H O
10.1039/C1OB05639E,,,,C H O
10.1039/C1OB05642E,,,,C H N
10.1039/C1OB05703K,,,,C H N O
10.1039/C1OB05778B,,,,C H N O
10.1039/C1OB05802A,,,,C H
10.1039/C1OB05809F,,,,C H
10.1039/C1OB05856H,,,,C H N O
10.1039/C1OB05866E,,,,C H O Se
10.1039/C1OB05968H,,,,C H N O S
10.1039/C1OB06020A,,,,C H N O
10.1039/C1OB06030A,,,,C H
10.1039/C1OB06073B,,,,C H N O
10.1039/C1OB06091K,,,,C Cl H N O S
10.1039/C1OB06206A,,,,C H N O
10.1039/C1OB06356A,,,,C H N O
10.1039/C1OB06372C,,,,C Cl H N O Zn
10.1039/C1OB06451G,,,,C H N O S
10.1039/C1OB06478A,,,,C H O
10.1039/C1OB06490H,,,,C H N O S
10.1039/C1OB06518A,,,,C F H N O S
10.1039/C1RA00478F,B3LYP | CAM-B3LYP | HSE06 | ωB97X-D,MBS-ECP | aug-cc-pVTZ,Molpro,
10.1039/C1RA00570G,"B3LYP, PBE, MPW1B95, MPWB1K","6-31G(d), 6-31+G(d,p)",,
10.1039/C1RA00622C,,,,C H O
10.1039/C1RA00728A,B3LYP | CAM-B3LYP,6-31+G | 6-31G(d),Gaussian 09,
10.1039/C1RA00824B,,,,C H N O S
10.1039/C1RA01080H,,,,C Fe H N
10.1039/C1SC00002K,B3LYP | MP2,"6-31+G(d) | 6-311++G(d,p)",Gaussian 03,C H O
10.1039/C1SC00027F,,,,C H N P V
10.1039/C1SC00062D,B3LYP,"LACV3P*, LACVP",Gaussian 09,C Fe H N O
10.1039/C1SC00154J,B3LYP,cc-pVDZ,Gaussian 09,
10.1039/C1SC00228G,B3LYP,6-31G(d) | LANL2DZ,Gaussian 09,
10.1039/C1SC00230A,B3LYP | B3P86 | B3PW91,"6-311+G(2d,p) | 6-31G(d) | SDD",Gaussian 09,C H N Ni O
10.1039/C1SC00313E,M06,"UFF, SMD",Gaussian,C H O
10.1039/C1SC00340B,B3LYP,6-31G(d),,C H
10.1039/C1SC00358E,,,OriginTM,
10.1039/C1SC00372K,B3LYP,6-31G(d),Gaussian 09,
10.1039/C1SC00387A,,,,H
10.1039/C1SC00405K,B3LYP,"6-311+G(2d,p) | 6-311+G(d,p) | 6-311G(d,p)",Gaussian 03,C H O Si
10.1039/C1SC00408E,B3LYP,"6-311+g*, EPR-III",Gaussian 09,Al Ar As B Be Br C Ca Cl Co Cr Cu F Fe Ga Ge H He K Kr Li Mg Mn N Na Ne Ni O P Rb S Sc Se Si Sr Ti V Zn
10.1039/C1SC00413A,,"6-311G(d,p) | TZVP",,C Fe H
10.1039/C1SC00428J,B3LYP | M06,LACV3P**++ | LACVP**,Jaguar,
10.1039/C1SC00515D,BPV86,"6-311G++(d,p) | 6-31G(d) | LANL2DZ",Gaussian 09,Au C F H N
10.1039/C1SC00614B,B3LYP,"CEP4G, 3-21G",Gaussian 03,
10.1039/C1SC00653C,B3LYP,6-31G(d),Gaussian 09,
10.1039/C1SC00665G,B3LYP,6-31G(d) | 6-31G(d) + SDD | LANL2DZ,Gaussian 03,
10.1039/C2CC00044J,B3LYP | M06,LACVP**,Jaguar,
10.1039/C2CC00067A,B88P86,LANL2DZ,Gaussian 09,C H N O Pb S
10.1039/C2CC16047A,,EPR-II,Gaussian 03,
10.1039/C2CC16768A,,,,C
10.1039/C2CC17101E,,,,B C H N Si
10.1039/C2CC17212G,,,,C
10.1039/C2CC17335B,B3LYP | LYP,6-31G(d) | SDD,Gaussian 09,C H N O P Rh
10.1039/C2CC17488J,,,,C H N O
10.1039/C2CC17610F,B3LYP; DFT-D3,LACVP; LACV3P*+,Gaussian 09,C Fe H N O
10.1039/C2CC17682C,B3LYP,6-31G,,
10.1039/C2CC18014F,BLYP,6-31G(d),Spartan09,
10.1039/C2CC18064B,,,,C F H N O P
10.1039/C2CC30220A,B3LYP,6-311G(d) | LANL2DZ,Gaussian 09,C Cu H I N Sc
10.1039/C2CC30281K,PBE,plane-wave,VASP,
10.1039/C2CC30356F,"BP86, B3LYP","def-SVP, def2-SVP",Gaussian 09,C H N
10.1039/C2CC30365E,B3LYP,6-311+G* | 6-31G | LACV3P+ | LACVP,Gaussian 03,C Fe H N O
10.1039/C2CC30441D,B3LYP,"6-31G(d), LANL2DZ",Gaussian 09,C H Ir N O
10.1039/C2CC30595J,B3LYP,6-31G(d),Gaussian 03,
10.1039/C2CC30708A,B3LYP,6-31G(d),,C
10.1039/C2CC30760J,BP86,6-31G(d),Gaussian 09,C N
10.1039/C2CC30767G,,,,Br C H N O S
10.1039/C2CC30996C,B3LYP,6-31G(d),Gaussian 03,
10.1039/C2CC31048A,PBEsol,double-ζ with polarization,SIESTA,
10.1039/C2CC31053H,BP86,TZVP,Gaussian 03,
10.1039/C2CC31146A,,,,C H N
10.1039/C2CC31264F,B3LYP,6-31G(d) | Ahlrichs’ SVP,Gaussian,C H N O Zn
10.1039/C2CC31299A,B3LYP,LANL2DZ,Gaussian 09,
10.1039/C2CC31443F,B3LYP,6-31G(d),Gaussian 09,C H N O
10.1039/C2CC31613G,B3LYP,6-311+G**,Gaussian 09,C H N
10.1039/C2CC31671D,BP86,def2-SV(P),Multiwfn | SHELXL-97 | SHELXS-97 | SHELXT-PLUS | Turbomole,
10.1039/C2CC31917A,,,"FEFF, VIPER",C Cl Fe H N O
10.1039/C2CC31998E,B3LYP,6-31G(d),Gaussian 03,
10.1039/C2CC32015K,B3LYP,def2-SVP,Gaussian 09,C Cl H N O Pd
10.1039/C2CC32246C,"B3LYP, M06-2X","cc-pVDZ, cc-pVTZ",Gaussian 09,C H N
10.1039/C2CC32471G,B3LYP,6-31G(d) | LANL2DZ,Gaussian 03,C H N O Ru
10.1039/C2CC32498A,PBE,plane-wave,DMol3,
10.1039/C2CC32500D,B3LYP,6-31+G | 6-31G(d),Gaussian | Spartan,
10.1039/C2CC32605A,MPW1K,"6-311++G(d,p)",Gaussian 09,B C Cl H N
10.1039/C2CC32805D,B3LYP,"6-31G(d,p)",Gaussian 09,
10.1039/C2CC32887A,BP86,def2-SVP | def2-TZVPP,Gaussian 03,B C Cl F H N O Si
10.1039/C2CC33090C,B3LYP,"6-31G(d,p) | LANL2DZ",Gaussian 09,
10.1039/C2CC33184E,B3LYP,6-31+G(d),Gaussian 09,C H N
10.1039/C2CC33510G,B3LYP,6-31G(d),Gaussian 09,
10.1039/C2CC33728B,B3LYP,6-31G(d),Gaussian 09,
10.1039/C2CC33740A,,,,C H
10.1039/C2CC33835A,B3LYP,6-31G(d),SHELXL-97,
10.1039/C2CC33847E,B97XD,6-311+G** | 6-31G(d) | def2-TZVP,Gaussian,C H
10.1039/C2CC34044E,B3LYP,"6-311++G(2d,p) | LANL2DZ | [6s5p3d2f1g] contracted valence basis set with the Stuttgart-Dresden-Bonn energy-consistent pseudopotential (SDD)",Gaussian 09,
10.1039/C2CC34070D,B3LYP,SVP,Gaussian 09,C H N O S
10.1039/C2CC34208A,,,,C H N
10.1039/C2CC34296K,B3LYP,"6-311G(d,p)",Gaussian 03,
10.1039/C2CC34468H,B3LYP,6-31G(d) | LANL2DZ,Gaussian 09,
10.1039/C2CC34577C,B3LYP,"6-31G | 6-31G(d,p)",Gaussian 09,H O P Ti W
10.1039/C2CC34655A,B3LYP,TZVP,Gaussian 09,C Fe H N O
10.1039/C2CC34676A,B3LYP | mPW1PW91,"6-31+G(d,p) | 6-311+G(2d,p) | 6-31G(d)",Gaussian 09,
10.1039/C2CC34714H,B3LYP | PBE,"6-31+G* | 6-31G(d,p) | LANL2DZ",CRYSTAL | Gaussian 03,
